Item Number,Description,Historical Price,Historical List Price,Historical PS,Historical NET,Historical DISCOUNT,Current Live Price,Current Live List Price,Current Live PS,Current Live NET,Current Live DISCOUNT,Bundled Price,Difference Group,Exact 0.64 Match,Present in Current Live,Present in Pre-Collapse Backup,Present in Base_RAW,Present in TextSource_RAW,Present in Sale_RAW,Source Check Notes,Recommended Action,Review Status,Reviewer Notes
61459,"Garden E. 11.8"" Round Metal Tray with Rope Handle, Green, UPC",5.024,7.85,YES,,,7.85,7.85,,,YES,5.024,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
61460,"Garden E. 11.8"" Round Metal Tray with Rope Handle, Pink, UPC",5.024,7.85,YES,,,7.85,7.85,,,YES,5.024,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
61474,"Garden E. 6.1"" Round Metal Hanging Planter, Ribbed/Pink, UPC",2.336,3.65,YES,,,3.65,3.65,,,YES,2.336,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
61479,"Aeroxon 4pk Fly Catchers, colour box, 22/dsp",1.248,1.95,YES,,,1.95,1.95,,,YES,1.248,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
61480,"Aeroxon 5pk Window Fly Catchers, colour box, 12/dsp",2.624,4.1,YES,,,4.1,4.10,,,YES,2.624,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
61481,"Ungava 8pk Mosquito Coils, colour box",3.424,5.35,YES,,,5.35,5.35,,,YES,3.424,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
61496,"Garden E. 6.1"" Round Metal Hanging Planter, Ribbed/Gray, UPC",2.336,3.65,YES,,,3.65,3.65,,,YES,2.336,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
61510,"Garden E. 22.8"" Metal Watering Can Garden Stake,  Green, UPC",2.464,3.85,YES,,,3.85,3.85,,,YES,2.464,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
61513,"Garden E. 11.2""x5.7""x4.9"" Oval Metal Planter with Rope Handles, Ribbed/Green, UP",3.456,5.4,YES,,,5.4,5.40,,,YES,3.456,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
61608,"Garden E. 4.35""x4.2"" Round  Metal Planter, Ribbed/Gray,  UPC",0.864,1.35,YES,,,1.35,1.35,,,YES,0.864,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
61621,"Garden E. 5.5""x5"" Round  Metal Planter, Ribbed/Blue,  UPC",1.408,2.2,YES,,,2.2,2.20,,,YES,1.408,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
61627,"Garden E. 5.5""x5"" Round  Metal Planter, Ribbed/Gray,  UPC",1.408,2.2,YES,,,2.2,2.20,,,YES,1.408,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
61638,"Garden E. 6.1""x5.8"" Round  Metal Planter, Ribbed/Green,  UPC",1.792,2.8,YES,,,2.8,2.80,,,YES,1.792,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
61642,"Garden E. 6.1""x5.8"" Round  Metal Planter, Ribbed/Pink,  UPC",1.792,2.8,YES,,,2.8,2.80,,,YES,1.792,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
61651,"Garden E. 6.1"" Round Metal Hanging Planter, Ribbed/Green, UPC",2.336,3.65,YES,,,3.65,3.65,,,YES,2.336,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
61652,Country Garden Macrame Hanging Plant Holder - Forest Green (Without Pot) 1.5x1.5,4.352,6.8,YES,,,6.8,6.80,,,YES,4.352,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
61685,"10 LED Solar Bee Firefly Light ,Warm White,c/b",3.968,6.2,YES,,,6.2,6.20,,,YES,3.968,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
61688,"Deco L. B/O Mini LED Lantern hang tag, 20/PDQ",1.152,1.8,YES,,,1.8,1.80,,,YES,1.152,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
61896,2-pc. Outdoor Pickleball Ball 3'' Green col. Net bag w/ header,2.432,3.8,YES,,,3.8,3.80,,,YES,2.432,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
61898,"Outdoor Toy,  Dancing Ribbon, cht",1.792,2.8,YES,,,2.8,2.80,,,YES,1.792,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
61930,"Solar 7.25"" H Polyresin Animal in Cup w/ Light Up Eyes,   2asst,",7.136,11.15,YES,,,11.15,11.15,,,YES,7.136,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
61938,"Solar 7""H Polyresin Cat/Dog w/ Light Up Eyes, 2asst,  Box w/ label",5.696,8.9,YES,,,8.9,8.90,,,YES,5.696,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
61947,"Solar 5.5""H Polyresin  Standing Owl w/ Light Up Eyes, Box w/ label",5.504,8.6,YES,,,8.6,8.60,,,YES,5.504,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
66310,"Solar Dancing Hula Girls, 3asst., Clamshell w/insert",1.152,1.8,YES,,,1.8,1.80,,,YES,1.152,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
66336,"Solar 9.5""L LED Pathway Stake , plastic, 24/PDQ",1.088,1.7,YES,,,1.7,1.70,,,YES,1.088,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
77023,"Adult Size Stonewashed Baseball Cap , 3/c, cht",2.816,4.4,YES,,,4.4,4.40,,,YES,2.816,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
77728,"Adult Baseball Cap, 4asst. Cols., 100% Polyester, One Size, cht",1.888,2.95,YES,,,2.95,2.95,,,YES,1.888,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
77800,"Ladie's Round Hat w/Ribbon,  2/c, One Size, 100% Polyester, cht",2.016,3.15,YES,,,3.15,3.15,,,YES,2.016,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
81505,"16.5"" Mesh Beach Bag, 3 cols. , header",1.152,1.8,YES,,,1.8,1.80,,,YES,1.152,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
83412,"Garden E. 50pcs Green Cable Ties,  pvc bag w/header",0.928,1.45,YES,,,1.45,1.45,,,YES,0.928,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
83431,"Aluminium Alloy Flag Holder , 6.25""x2.5""x2.5"", clamshell",2.848,4.45,YES,,,4.45,4.45,,,YES,2.848,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
90000,"Garden E. 8.7""x8.7"" Bamboo Fiber Hanging Bird Feeder, Color Box",2.624,4.1,YES,,,4.1,4.10,,,YES,2.624,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
90003,"Garden E. 7.1""x6.5""x7.9"" Bamboo Fiber Lighthouse Hanging Bird Feeder, HT",3.968,6.2,YES,,,6.2,6.20,,,YES,3.968,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
90004,"Garden E. 9.8""x9.8""x2"" Bamboo Fiber Hanging Bird Feeder, HT",4.096,6.4,YES,,,6.4,6.40,,,YES,4.096,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
90019,"Garden E. 7.5"" Patio Weed Removal Tool, Steel w/PP Handle, Hangtag",0.608,0.95,YES,,,0.95,0.95,,,YES,0.608,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
90021,"Garden E. 7""x4.5"" PP Garden Seeder, Header Card",0.768,1.2,YES,,,1.2,1.20,,,YES,0.768,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
90057,"Garden E. 22""x22"" x17.7""PE Large Garden Bag, Color Insert",2.272,3.55,YES,,,3.55,3.55,,,YES,2.272,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
90058,"Garden  E. Telescopic Flyswatter, 30"" Extended,  Foot Shape, 24pcs/PDQ, 2 Colors",0.864,1.35,YES,,,1.35,1.35,,,YES,0.864,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
90063,"Outdoor E. 3.5""x3.5""x2.75"" Cement Citronella Candle, Wax Weight: 2.1oz, 6/PDQ. C",1.664,2.6,YES,,,2.6,2.60,,,YES,1.664,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
90064,"Outdoor E. 2.35""x1.6"" Printed Tin Can Citronella Candle, Color Label, Wax Weight",0.832,1.3,YES,,,1.3,1.30,,,YES,0.832,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
90068,"Outdoor E. 4""x3.35"" Glass Jar Citronella Candle, Wax Weight 5.3oz, Color Label, ",2.272,3.55,YES,,,3.55,3.55,,,YES,2.272,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
90077,"Garden E. 7"" H Terracotta Plant Tag with  Flower Design, UPC",0.992,1.55,YES,,,1.55,1.55,,,YES,0.992,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
90086,"Garden E. 5""x4.25""x5.5"" Terracotta Garden Décor, UPC",2.144,3.35,YES,,,3.35,3.35,,,YES,2.144,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
90089,"Garden E. 4.25""x4.0""x4.0"" Terracotta Planter, 2asst, UPC",1.632,2.55,YES,,,2.55,2.55,,,YES,1.632,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
90091,"Garden E. Set of 2 5.25""x2.75""x4.25"" Terracotta Frog Paint Set, Color Box",1.984,3.1,YES,,,3.1,3.10,,,YES,1.984,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
90099,"Garden E. Set of 2 Nested Ceramic Planter, L: 5.9""x5.9"", S: 4.5""x4.5"", Off White",5.632,8.8,YES,,,8.8,8.80,,,YES,5.632,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
90106,"Garden E. 5.9"" Cup Shape Ceramic Planter With Saucer, Blue, UPC",4.288,6.7,YES,,,6.7,6.70,,,YES,4.288,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
90107,"Garden E. 5.9"" Cup Shape Ceramic Planter With Saucer, Pink,  UPC",4.288,6.7,YES,,,6.7,6.70,,,YES,4.288,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
90108,"Garden E. 5.9"" Cup Shape Ceramic Planter With Saucer, Yellow, UPC",4.288,6.7,YES,,,6.7,6.70,,,YES,4.288,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
91868,"S/2 Dolomite Hamburger/Hot Dog Salt  & Pepper Shaker Set in PVC box,upc",2.784,4.35,YES,,,4.35,4.35,,,YES,2.784,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
91869,"S/2 Dolomite Camper Salt & Pepper Shaker Set in PVC box, upc",2.784,4.35,YES,,,4.35,4.35,,,YES,2.784,A,YES,YES,YES,,,,,Likely restore historical PS special price,,
13172,"Summer Zone Disc Target Shot Game, colour box",7.616,13.6,YES,,,13.6,13.60,,,YES,7.616,B,NO,YES,YES,,,,,Review possible legitimate price change,,
13679,"Solar 36 LED Wall Mounted Flame Torch, 5.3""x4.7""x16.75"", colour box",9.104,16.25,YES,,,16.25,16.25,,,YES,9.104,B,NO,YES,YES,,,,,Review possible legitimate price change,,
13788,"Set/8 Artificial Palm Leaves Placemats, 6.75""x8"", pbh",1.712,2.69,YES,,,2.69,2.69,,,YES,1.712,B,NO,YES,YES,,,,,Review possible legitimate price change,,
13803,"39"" Bicycle Windchime, 2asst., Blue/Red, hang tag",7.704,13.75,YES,,,13.75,13.75,,,YES,7.704,B,NO,YES,YES,,,,,Review possible legitimate price change,,
13826,"Summer Zone Kid's Dodgeball Outdoor Target Game, window box",5.776,9.75,YES,,,9.75,9.75,,,YES,5.776,B,NO,YES,YES,,,,,Review possible legitimate price change,,
13916,"Country Garden 6"" Glass Lantern w/Handle, upc",6.656,11.88,YES,,,11.88,11.88,,,YES,6.656,B,NO,YES,YES,,,,,Review possible legitimate price change,,
15308,"Pool Party 68"" Inflatable Splash Water Sprinkler Mat, colour box",11.192,17.5,YES,,,17.5,17.50,,,YES,11.192,B,NO,YES,YES,,,,,Review possible legitimate price change,,
15366,"Pool Party 20'' Inflatable Beer Mug Bucket, colour box",6.656,11.88,YES,,,11.88,11.88,,,YES,6.656,B,NO,YES,YES,,,,,Review possible legitimate price change,,
15555,Sunny Dayz Non-Spill Light-Up Whale B/O Bubble Blaster w/2x50ml Bubbles,3.808,6.8,YES,,,6.8,6.80,,,YES,3.808,B,NO,YES,YES,,,,,Review possible legitimate price change,,
15575,"Pool Party 16oz. Tumbler w/Inflat. Beverage Holder w/Lid, 12/PDQ, 2/s",2.776,4.69,YES,,,4.69,4.69,,,YES,2.776,B,NO,YES,YES,,,,,Review possible legitimate price change,,
15674,"Sea Pals Whacky Whale Sprinkler, 2asst., Styles, printed box",7.592,11.88,YES,,,11.88,11.88,,,YES,7.592,B,NO,YES,YES,,,,,Review possible legitimate price change,,
15734,"Wooden Stand For Wooden Skim Board, shrink wrap w/label",17.152,30.63,YES,,,30.63,30.63,,,YES,17.152,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17014,"My First Fast Set Inflatable Pool, 5'x15"", Blue Col., col. box, Age 3+",15.736,28.1,YES,,,28.1,28.10,,,YES,15.736,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17078,"108""x30"" Inflatable Stand-Up Paddle Board w/Paddle & Pump, colour box",240.504,406.25,YES,,,406.25,406.25,,,YES,240.504,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17102,"60""x12"" Inflatable 3-Rings Pool Embossing, 3/c, polybag with insert",5.248,13.0,YES,,,13.,13.00,,,YES,5.248,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17112,"71""x38.5"" Inflatable Anchor Float, colour box",16.656,28.13,YES,,,28.13,28.13,,,YES,16.656,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17114,"71""x37"" Inflatable Vintage Car Float, colour box",19.592,30.63,YES,,,30.63,30.63,,,YES,19.592,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17120,"48""Dia. Inflatable 3-Rings Pool, 3/C, polybag w/insert",5.248,9.2,YES,,,9.2,9.20,,,YES,5.248,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17127,"51""x23.6"" Inflatable Water Polo Goal w/Play Ball Set, colour box",9.256,15.63,YES,,,15.63,15.63,,,YES,9.256,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17131,"133""x 43.5"" Inflatable Caterpillar Sprinkler, colour box",43.992,68.75,YES,,,68.75,68.75,,,YES,43.992,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17144,"80""x40"" Inflatable Jumbo Whale Rider, colour box",12.432,21.0,YES,,,21.,21.00,,,YES,12.432,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17182,"79""x59""x20"" Inflatable Blue Family Pool-Rectangular, colour box",25.592,40.0,YES,,,40.,40.00,,,YES,25.592,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17212,"64"" Hula Umbrella-Natural Colour, cht",15.912,26.88,YES,,,26.88,26.88,,,YES,15.912,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17333,"iDesign Graphics 3D Pop-Up Wall Decor w/Glitter, 19.66""x12.6"", pbh",2.552,5.31,YES,,,5.31,5.31,,,YES,2.552,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17420,"Inflatable Comfort Plush Lounge, 70''x46'', colour box",25.904,43.75,YES,,,43.75,43.75,,,YES,25.904,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17422,"Inflatable Cactus Drink Float w/6 Cup Holders, 37''x27.5'', col. box",11.992,19.56,YES,,,19.56,19.56,,,YES,11.992,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17423,"16ft. Inflatable Single Water Slide w/Drench Pool, colour box",16.656,28.13,YES,,,28.13,28.13,,,YES,16.656,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17427,"Inflatable 2-Person River Raft Tube Float w/2 Cup Holders, 99""x52'',box",55.504,93.75,YES,,,93.75,93.75,,,YES,55.504,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17429,"Inflatable Glacial Sport Cooler, 34.5""x30'', colour box",18.504,31.25,YES,,,31.25,31.25,,,YES,18.504,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17434,"Inflatable Sun Soaker Floating Platform, 114''x75'', colour box",59.504,106.25,YES,,,106.25,106.25,,,YES,59.504,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17438,"2-Person Inflatable Kayak w/2pcs 86''Aluminum Oars+Pump, 10'10""x35""",166.504,281.25,YES,,,281.25,281.25,,,YES,166.504,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17440,"10'x33""x6''inflatable Stand-Up Paddle Board Set, colour box",388.504,656.25,YES,,,656.25,656.25,,,YES,388.504,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17441,"12V Auto-Air Electric Pump w/ Flexible Hose+1 Washer, colour box",55.504,93.75,YES,,,93.75,93.75,,,YES,55.504,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17443,"Fast Set Inflatable Pool, 12'x30"", Blue Col.,colour box",77.704,131.25,YES,,,131.25,131.25,,,YES,77.704,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17582,"Country Garden 9.25'' Galvanized/ MDF Hanging Plaque,""Bee Happy"",cht",6.232,9.75,YES,,,9.75,9.75,,,YES,6.232,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17640,"7ft H Beach Umbrella w/Sunshield+ Alloy Zinc Tilt, UV50+, carry bag",29.752,53.13,YES,,,53.13,53.13,,,YES,29.752,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17694,"Pool Party Inflatable Human Beer Pong, 2 buckets & 1 Ball,colour box",5.776,9.75,YES,,,9.75,9.75,,,YES,5.776,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17711,"Pool Party Inflatable Mermaid Tail Float, 72""x34.5"", colour box",11.104,18.75,YES,,,18.75,18.75,,,YES,11.104,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17716,"Pool Party Inflatable 8"" Watermelon  Beverage Holder, polybag w/insert",0.744,1.25,YES,,,1.25,1.25,,,YES,0.744,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17773,"59""x46"" Inflatable Fantasy Unicorn Ride-On, colour box",12.832,22.92,YES,,,22.92,22.92,,,YES,12.832,B,NO,YES,YES,,,,,Review possible legitimate price change,,
17801,"Pool Party 56""x30"" Inflatable Mesh Float, Pineapple, colour box",7.776,13.04,YES,,,13.04,13.04,,,YES,7.776,B,NO,YES,YES,,,,,Review possible legitimate price change,,
48031,"FRENCH Beach Rules""Big Umbrella"" Wall Plaque,11.75x35.5x0.75"",MDF",7.192,11.25,YES,,,11.25,11.25,,,YES,7.192,B,NO,YES,YES,,,,,Review possible legitimate price change,,
48135,"Country Garden 8"" MDF Light-Up Sunflower Tabletop Décor, cht",2.952,4.63,YES,,,4.63,4.63,,,YES,2.952,B,NO,YES,YES,,,,,Review possible legitimate price change,,
48136,"Country Garden 6"" MDF Light-Up Sunflower Tabletop Décor, cht",1.792,2.81,YES,,,2.81,2.81,,,YES,1.792,B,NO,YES,YES,,,,,Review possible legitimate price change,,
48188,"Country Garden 20""x4.6"" Paddle Shaped MDF Hanging Décor, 2/s, upc",4.872,8.7,YES,,,8.7,8.70,,,YES,4.872,B,NO,YES,YES,,,,,Review possible legitimate price change,,
49106,"Garden E. 7.24'' Plastic Hanging Planter-Grey, cht",5.552,8.69,YES,,,8.69,8.69,,,YES,5.552,B,NO,YES,YES,,,,,Review possible legitimate price change,,
49266,"Garden E. 13.6""x12"" Garden Foam Knee Cushion, Color label",1.472,2.3,YES,,,2.3,2.30,,,YES,1.472,B,YES,YES,YES,,,,,Review possible legitimate price change,,
49276,"Garden E. 2.2L Plastic Watering Jar , Light Green, Color Label",1.824,2.85,YES,,,2.85,2.85,,,YES,1.824,B,YES,YES,YES,,,,,Review possible legitimate price change,,
49325,"Solar Polyresin LED Toucan with Light-Up Eyes, 7.2""x3.5""x7"", box",9.592,15.0,YES,,,15.,15.00,,,YES,9.592,B,NO,YES,YES,,,,,Review possible legitimate price change,,
49367,"Country G 6 LED Light-Up MDF Hanging Frame Décor,9.5""x9.5"",upc",8.792,13.75,YES,,,13.75,13.75,,,YES,8.792,B,NO,YES,YES,,,,,Review possible legitimate price change,,
49373,"Garden E. 11.4"" Carbon Steel Garden Hoe w/ Plastic Handle, HT",1.152,1.8,YES,,,1.8,1.80,,,YES,1.152,B,YES,YES,YES,,,,,Review possible legitimate price change,,
49429,Ocean Rescue,3.592,5.63,YES,,,5.63,5.63,,,YES,3.592,B,NO,YES,YES,,,,,Review possible legitimate price change,,
49440,"Garden E. Galvanized Round Planter, 5.5"" x 5"",  UPC",1.376,2.15,YES,,,2.15,2.15,,,YES,1.376,B,YES,YES,YES,,,,,Review possible legitimate price change,,
49468,"Garden E. 11.8"" Plastic Round Planter, 2/c, upc",3.336,5.95,YES,,,5.95,5.95,,,YES,3.336,B,NO,YES,YES,,,,,Review possible legitimate price change,,
49668,"Garden E. 4.9"" Ceramic Cauldron Planter, Black, UPC",2.304,3.6,YES,,,3.6,3.60,,,YES,2.304,B,YES,YES,YES,,,,,Review possible legitimate price change,,
51762,"Garden E. 12ct. Large Glow in the Dark Stones, 155g, pbh",1.752,3.13,YES,,,3.13,3.13,,,YES,1.752,B,NO,YES,YES,,,,,Review possible legitimate price change,,
51863,"Flamingo LED Light-Up Shadow Box, 6.5''x8.5''x1.25'', upc",2.704,5.63,YES,,,5.63,5.63,,,YES,2.704,B,NO,YES,YES,,,,,Review possible legitimate price change,,
51864,"Toucan LED Light-Up Shadow Box, 6.5''x8.5''x1.25'', upc",2.704,5.63,YES,,,5.63,5.63,,,YES,2.704,B,NO,YES,YES,,,,,Review possible legitimate price change,,
51885,"'RELAXX' Self-Inflated Outdoor Air King Chair w/Carry Bag, 3/c, cht",27.904,58.13,YES,,,58.13,58.13,,,YES,27.904,B,NO,YES,YES,,,,,Review possible legitimate price change,,
55837,"Minature Polyresin Backpack, t.o.c.",1.144,2.38,YES,,,2.38,2.38,,,YES,1.144,B,NO,YES,YES,,,,,Review possible legitimate price change,,
59155,"Citronella 4pc Votive Candles, window box, 24/dsp",2.464,3.85,YES,,,3.85,3.85,,,YES,2.464,B,YES,YES,YES,,,,,Review possible legitimate price change,,
59775,"Solar 33 LED Fire Table Torch, 4.7""x4.7""x13"", colour box",9.104,16.25,YES,,,16.25,16.25,,,YES,9.104,B,NO,YES,YES,,,,,Review possible legitimate price change,,
59911,"Garden E. 15""H Adjustable Metal Plant Stand w/Wheels, box",12.952,21.88,YES,,,21.88,21.88,,,YES,12.952,B,NO,YES,YES,,,,,Review possible legitimate price change,,
59925,"Garden E. Memory Foam Garden Kneeler Pad, 20""x12"", bag w/label",7.776,13.13,YES,,,13.13,13.13,,,YES,7.776,B,NO,YES,YES,,,,,Review possible legitimate price change,,
59928,"Garden E. Scratch Proof Long Garden Gloves, pvc box with colour insert",7.704,13.75,YES,,,13.75,13.75,,,YES,7.704,B,NO,YES,YES,,,,,Review possible legitimate price change,,
61039,"Garden E. 6""Dia. Faceted Plastic Planter,baby blue,upc",2.312,3.63,YES,,,3.63,3.63,,,YES,2.312,B,NO,YES,YES,,,,,Review possible legitimate price change,,
61040,"Garden E. 7.28""Dia. Faceted Plastic Planter, upc",4.152,6.5,YES,,,6.5,6.50,,,YES,4.152,B,NO,YES,YES,,,,,Review possible legitimate price change,,
61041,"Garden E. 7.28""Dia. Faceted Plastic Planter, upc",4.152,6.5,YES,,,6.5,6.50,,,YES,4.152,B,NO,YES,YES,,,,,Review possible legitimate price change,,
61042,"Garden E. 6.22""Dia. Plastic Planter Terracotta Look ,upc",2.712,4.25,YES,,,4.25,4.25,,,YES,2.712,B,NO,YES,YES,,,,,Review possible legitimate price change,,
61043,"Garden E. 6.22""Dia. Plastic Planter Terracotta Look , upc",2.712,4.25,YES,,,4.25,4.25,,,YES,2.712,B,NO,YES,YES,,,,,Review possible legitimate price change,,
61044,"Garden E. 14'' Camellia Pottery Look Ribbed Resin Planter,upc",9.992,15.63,YES,,,15.63,15.63,,,YES,9.992,B,NO,YES,YES,,,,,Review possible legitimate price change,,
61046,"Garden E. 9.65"" Balsam Pattern Plastic Planter,upc",4.792,7.5,YES,,,7.5,7.50,,,YES,4.792,B,NO,YES,YES,,,,,Review possible legitimate price change,,
61054,"Garden E. 19.5"" Self-Watering Hibiscus Plastic Planter, upc",8.632,13.5,YES,,,13.5,13.50,,,YES,8.632,B,NO,YES,YES,,,,,Review possible legitimate price change,,
61056,"Garden E. 10"" Oxailis Pattern Plastic Hanging Planter, upc",6.232,9.75,YES,,,9.75,9.75,,,YES,6.232,B,NO,YES,YES,,,,,Review possible legitimate price change,,
61057,"Garden E. 7.5"" Hydrangea Pattern Plastic Planter,upc",3.832,6.0,YES,,,6.,6.00,,,YES,3.832,B,NO,YES,YES,,,,,Review possible legitimate price change,,
61059,"Garden E. 8.6"" Hydrangea Pattern Plastic Planter,upc",4.752,7.44,YES,,,7.44,7.44,,,YES,4.752,B,NO,YES,YES,,,,,Review possible legitimate price change,,
61060,"Garden E. 8.6"" Hydrangea Pattern Plastic Planter,upc",4.752,7.44,YES,,,7.44,7.44,,,YES,4.752,B,NO,YES,YES,,,,,Review possible legitimate price change,,
61128,"Solar Flamingo Stake Light , 1 White LED, 24/PDQ",1.984,3.1,YES,,,3.1,3.10,,,YES,1.984,B,YES,YES,YES,,,,,Review possible legitimate price change,,
90071,"Outdoor E. 3.15""x2.75"" Terracotta Citronella Candle, Wax Weight 2.5oz, Label, 12",1.344,2.05,YES,,,2.05,2.05,,,YES,1.344,B,NO,YES,YES,,,,,Review possible legitimate price change,,
90073,"Outdoor E. 30"" Bamboo Torch Glass Citronella Candle. 4 Colors, 24/DSP, HANGTAG",2.784,4.25,YES,,,4.25,4.25,,,YES,2.784,B,NO,YES,YES,,,,,Review possible legitimate price change,,
90075,"Outdoor E. 9ct Citronella Tealight Candle, Window Box, 60/Display",1.184,1.88,YES,,,1.88,1.88,,,YES,1.184,B,NO,YES,YES,,,,,Review possible legitimate price change,,
91956,"Set/4 Napkin Rings-Matte Silver Plating, Peggable Kraft tie on card",4.504,9.38,YES,,,9.38,9.38,,,YES,4.504,B,NO,YES,YES,,,,,Review possible legitimate price change,,
13868,"Luciano 14''Dia. Coastal Brush Stroke Melamine Chip & Dip, upc",2.792,3.5,YES,,,3.5,3.50,,YES,,2.792,C,NO,YES,YES,,,,,Review PS-to-NET reassignment,,
40678-LD,"Double Wall Insulated 16oz. Tumbler -Red, 24/Tray, label (BPA FREE)",1.104,1.38,YES,,,1.38,1.38,,YES,,1.104,C,NO,YES,YES,,,,,Review PS-to-NET reassignment,,
49344,"Luciano Set/4 10""Dia. Bamboo Fiber Plates w/Silicone Band, upc",5.992,7.5,YES,,,7.5,7.50,,YES,,5.992,C,NO,YES,YES,,,,,Review PS-to-NET reassignment,,
49350,"Luciano 10"" Bamboo Fiber Plate, , upc",1.392,1.75,YES,,,1.75,1.75,,YES,,1.392,C,NO,YES,YES,,,,,Review PS-to-NET reassignment,,
49401,"Luciano 11""D Coupe Melamine Dinner Plate w/Hammer Texture-Yellow, upc",1.992,2.5,YES,,,2.5,2.50,,YES,,1.992,C,NO,YES,YES,,,,,Review PS-to-NET reassignment,,
49406,"Luciano 8""Dia. Two-Tone Floral Medallion Print Melamine Bowl, upc",3.192,4.0,YES,,,4.,4.00,,YES,,3.192,C,NO,YES,YES,,,,,Review PS-to-NET reassignment,,
49407,"Luciano 13""Dia. Floral Medallion Melamine Chip & Dip Plate, upc",2.792,3.5,YES,,,3.5,3.50,,YES,,2.792,C,NO,YES,YES,,,,,Review PS-to-NET reassignment,,
49411,"Luciano 19""L Floral Medallion Melamine Rectangle Tray, upc",2.792,3.5,YES,,,3.5,3.50,,YES,,2.792,C,NO,YES,YES,,,,,Review PS-to-NET reassignment,,
